Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Firefox 59.0,,2018-04-18 11:07:35,2018-04-18 11:07:36,0.779s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:36,2018-04-18 11:07:38,2.311s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:38,2018-04-18 11:07:38,0.389s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 11:07:38,2018-04-18 11:07:38,0.174s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 11:07:38,2018-04-18 11:07:41,2.654s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 11:07:41,2018-04-18 11:07:42,0.940s,PASSED
click,Firefox 59.0,,2018-04-18 11:07:42,2018-04-18 11:07:43,0.768s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:43,2018-04-18 11:07:46,2.969s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:46,2018-04-18 11:07:46,0.609s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:46,2018-04-18 11:07:47,0.708s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 11:07:47,2018-04-18 11:07:47,0.211s,PASSED
,,,,,,
Test Cases/Plans and Products/Eastern Vision Services,Firefox 59.0,,2018-04-18 11:07:47,2018-04-18 11:07:56,8.385s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 11:07:47,2018-04-18 11:07:50,2.551s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 11:07:50,2018-04-18 11:07:51,0.956s,PASSED
click,Firefox 59.0,,2018-04-18 11:07:51,2018-04-18 11:07:52,0.802s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:52,2018-04-18 11:07:55,2.910s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:55,2018-04-18 11:07:55,0.455s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:07:55,2018-04-18 11:07:55,0.426s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 11:07:55,2018-04-18 11:07:56,0.186s,PASSED
,,,,,,
Test Cases/Plans and Products/Eddy Senior Care,Firefox 59.0,,2018-04-18 11:07:56,2018-04-18 11:08:04,7.961s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 11:07:56,2018-04-18 11:07:58,2.636s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 11:07:58,2018-04-18 11:07:59,0.930s,PASSED
click,Firefox 59.0,,2018-04-18 11:07:59,2018-04-18 11:08:00,0.809s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:08:00,2018-04-18 11:08:03,2.744s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:08:03,2018-04-18 11:08:03,0.561s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 11:08:03,2018-04-18 11:08:04,0.197s,PASSED
,,,,,,
Test Cases/Plans and Products/Elant Choice,Firefox 59.0,,2018-04-18 11:08:04,2018-04-18 11:08:12,8.013s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 11:08:04,2018-04-18 11:08:06,2.630s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 11:08:06,2018-04-18 11:08:07,0.912s,PASSED
click,Firefox 59.0,,2018-04-18 11:08:07,2018-04-18 11:08:08,0.824s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:08:08,2018-04-18 11:08:11,2.923s,PASSED
