Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
navigateToUrl,Firefox 59.0,,2018-04-17 10:20:48,2018-04-17 10:20:50,1.863s,PASSED
click,Firefox 59.0,,2018-04-17 10:20:50,2018-04-17 10:20:51,0.893s,PASSED
setText,Firefox 59.0,,2018-04-17 10:20:51,2018-04-17 10:20:51,0.077s,PASSED
click,Firefox 59.0,,2018-04-17 10:20:51,2018-04-17 10:20:54,2.443s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 10:20:54,2018-04-17 10:20:54,0.170s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Primary Care Providers Only,Firefox 59.0,,2018-04-17 10:20:54,2018-04-17 10:21:02,8.335s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 10:20:54,2018-04-17 10:20:57,2.554s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 10:20:57,2018-04-17 10:20:59,1.976s,PASSED
click,Firefox 59.0,,2018-04-17 10:20:59,2018-04-17 10:21:00,1.013s,PASSED
click,Firefox 59.0,,2018-04-17 10:21:00,2018-04-17 10:21:00,0.265s,PASSED
setText,Firefox 59.0,,2018-04-17 10:21:00,2018-04-17 10:21:00,0.072s,PASSED
click,Firefox 59.0,,2018-04-17 10:21:00,2018-04-17 10:21:02,2.160s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 10:21:02,2018-04-17 10:21:02,0.174s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Shows Facilities Only,Firefox 59.0,,2018-04-17 10:21:02,2018-04-17 10:21:11,8.403s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 10:21:02,2018-04-17 10:21:05,2.549s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 10:21:05,2018-04-17 10:21:07,2.108s,PASSED
click,Firefox 59.0,,2018-04-17 10:21:07,2018-04-17 10:21:08,0.985s,PASSED
click,Firefox 59.0,,2018-04-17 10:21:08,2018-04-17 10:21:08,0.253s,PASSED
setText,Firefox 59.0,,2018-04-17 10:21:08,2018-04-17 10:21:08,0.075s,PASSED
click,Firefox 59.0,,2018-04-17 10:21:08,2018-04-17 10:21:11,2.181s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 10:21:11,2018-04-17 10:21:11,0.168s,PASSED
