Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Firefox 59.0,,2018-04-13 14:31:42,2018-04-13 14:31:46,4.072s,PASSED
click,Firefox 59.0,,2018-04-13 14:31:46,2018-04-13 14:31:51,4.714s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 14:31:51,2018-04-13 14:31:52,1.175s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Shows Facilities Only,Firefox 59.0,,2018-04-13 14:31:52,2018-04-13 14:32:14,22.402s,PASSED
openBrowser,Firefox 59.0,,2018-04-13 14:31:52,2018-04-13 14:31:56,4.284s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-13 14:31:56,2018-04-13 14:31:59,3.276s,PASSED
click,Firefox 59.0,,2018-04-13 14:31:59,2018-04-13 14:32:02,2.991s,PASSED
click,Firefox 59.0,,2018-04-13 14:32:02,2018-04-13 14:32:05,2.246s,PASSED
setText,Firefox 59.0,,2018-04-13 14:32:05,2018-04-13 14:32:09,4.058s,PASSED
click,Firefox 59.0,,2018-04-13 14:32:09,2018-04-13 14:32:13,4.224s,PASSED
closeBrowser,Firefox 59.0,,2018-04-13 14:32:13,2018-04-13 14:32:14,1.166s,PASSED
