Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
FAQ Page,Firefox 59.0,,2018-04-18 09:41:43,2018-04-18 09:42:06,22.743s,PASSED
,,,,,,
Test Cases/FAQ page,Firefox 59.0,,2018-04-18 09:41:44,2018-04-18 09:42:06,22.077s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 09:41:44,2018-04-18 09:41:51,6.328s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 09:41:51,2018-04-18 09:41:52,1.319s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:52,2018-04-18 09:41:53,0.843s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:53,2018-04-18 09:41:53,0.149s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:53,2018-04-18 09:41:53,0.381s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:53,2018-04-18 09:41:54,0.299s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:54,2018-04-18 09:41:54,0.336s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:54,2018-04-18 09:41:54,0.287s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:54,2018-04-18 09:41:55,0.297s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:55,2018-04-18 09:41:55,0.284s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:55,2018-04-18 09:41:55,0.284s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:55,2018-04-18 09:41:56,0.311s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:56,2018-04-18 09:41:56,0.292s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:56,2018-04-18 09:41:56,0.290s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:56,2018-04-18 09:41:56,0.320s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:56,2018-04-18 09:41:57,0.308s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:57,2018-04-18 09:41:57,0.291s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:57,2018-04-18 09:41:57,0.308s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:57,2018-04-18 09:41:58,0.327s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:58,2018-04-18 09:41:58,0.318s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:58,2018-04-18 09:41:58,0.310s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:58,2018-04-18 09:41:59,0.314s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:59,2018-04-18 09:41:59,0.302s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:59,2018-04-18 09:41:59,0.293s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:59,2018-04-18 09:41:59,0.297s,PASSED
click,Firefox 59.0,,2018-04-18 09:41:59,2018-04-18 09:42:00,0.276s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:00,2018-04-18 09:42:00,0.295s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:00,2018-04-18 09:42:00,0.297s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:00,2018-04-18 09:42:01,0.277s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:01,2018-04-18 09:42:01,0.309s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:01,2018-04-18 09:42:01,0.340s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:01,2018-04-18 09:42:02,0.326s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:02,2018-04-18 09:42:02,0.302s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:02,2018-04-18 09:42:02,0.311s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:02,2018-04-18 09:42:02,0.280s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:02,2018-04-18 09:42:03,0.308s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:03,2018-04-18 09:42:03,0.284s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:03,2018-04-18 09:42:03,0.306s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:03,2018-04-18 09:42:04,0.290s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:04,2018-04-18 09:42:04,0.286s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:04,2018-04-18 09:42:04,0.330s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:04,2018-04-18 09:42:05,0.290s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:05,2018-04-18 09:42:05,0.297s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:05,2018-04-18 09:42:05,0.293s,PASSED
click,Firefox 59.0,,2018-04-18 09:42:05,2018-04-18 09:42:05,0.287s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 09:42:05,2018-04-18 09:42:06,0.333s,PASSED
