Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Print Pages,Firefox 59.0,,2018-04-18 11:03:53,2018-04-18 11:04:48,55.410s,PASSED
,,,,,,
Test Cases/Print Pages/Aetna,Firefox 59.0,,2018-04-18 11:03:54,2018-04-18 11:04:10,16.443s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 11:03:55,2018-04-18 11:04:03,8.154s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 11:04:03,2018-04-18 11:04:05,1.614s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:05,2018-04-18 11:04:05,0.650s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:04:05,2018-04-18 11:04:08,2.733s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:08,2018-04-18 11:04:09,0.609s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:09,2018-04-18 11:04:10,0.780s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:10,2018-04-18 11:04:10,0.456s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 11:04:10,2018-04-18 11:04:10,0.216s,PASSED
,,,,,,
Test Cases/Print Pages/Capital District,Firefox 59.0,,2018-04-18 11:04:10,2018-04-18 11:04:39,29.177s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 11:04:10,2018-04-18 11:04:14,3.193s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 11:04:14,2018-04-18 11:04:15,1.130s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:15,2018-04-18 11:04:15,0.697s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:04:15,2018-04-18 11:04:18,2.685s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:18,2018-04-18 11:04:23,5.314s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:23,2018-04-18 11:04:39,15.465s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:39,2018-04-18 11:04:39,0.326s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 11:04:39,2018-04-18 11:04:39,0.185s,PASSED
,,,,,,
Test Cases/Print Pages/Cigna,Firefox 59.0,,2018-04-18 11:04:39,2018-04-18 11:04:48,8.603s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 11:04:40,2018-04-18 11:04:43,3.178s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 11:04:43,2018-04-18 11:04:44,0.835s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:44,2018-04-18 11:04:44,0.441s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 11:04:44,2018-04-18 11:04:46,2.409s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:46,2018-04-18 11:04:47,0.620s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:47,2018-04-18 11:04:47,0.392s,PASSED
click,Firefox 59.0,,2018-04-18 11:04:47,2018-04-18 11:04:48,0.364s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 11:04:48,2018-04-18 11:04:48,0.241s,PASSED
