Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:27,2018-04-17 11:03:28,0.419s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:03:28,2018-04-17 11:03:28,0.203s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Blue Cross Blue Shield,Firefox 59.0,,2018-04-17 11:03:28,2018-04-17 11:03:40,12.377s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:03:28,2018-04-17 11:03:31,2.526s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:03:31,2018-04-17 11:03:31,0.856s,PASSED
click,Firefox 59.0,,2018-04-17 11:03:31,2018-04-17 11:03:32,0.800s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:32,2018-04-17 11:03:34,1.769s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:34,2018-04-17 11:03:35,0.511s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:35,2018-04-17 11:03:35,0.521s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:35,2018-04-17 11:03:36,0.584s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:36,2018-04-17 11:03:36,0.563s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:36,2018-04-17 11:03:37,0.586s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:37,2018-04-17 11:03:37,0.615s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:37,2018-04-17 11:03:38,0.737s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:38,2018-04-17 11:03:39,0.667s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:39,2018-04-17 11:03:39,0.664s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:39,2018-04-17 11:03:40,0.675s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:03:40,2018-04-17 11:03:40,0.217s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Capital District,Firefox 59.0,,2018-04-17 11:03:40,2018-04-17 11:03:50,9.278s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:03:40,2018-04-17 11:03:43,2.519s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:03:43,2018-04-17 11:03:44,0.956s,PASSED
click,Firefox 59.0,,2018-04-17 11:03:44,2018-04-17 11:03:45,0.765s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:45,2018-04-17 11:03:46,1.776s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:46,2018-04-17 11:03:47,0.449s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:47,2018-04-17 11:03:47,0.490s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:47,2018-04-17 11:03:48,0.515s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:48,2018-04-17 11:03:48,0.509s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:48,2018-04-17 11:03:49,0.487s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:49,2018-04-17 11:03:49,0.550s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:03:49,2018-04-17 11:03:50,0.169s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Catholic Health,Firefox 59.0,,2018-04-17 11:03:50,2018-04-17 11:03:56,6.546s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:03:50,2018-04-17 11:03:52,2.542s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:03:52,2018-04-17 11:03:53,0.858s,PASSED
click,Firefox 59.0,,2018-04-17 11:03:53,2018-04-17 11:03:54,0.757s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:54,2018-04-17 11:03:56,1.748s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:03:56,2018-04-17 11:03:56,0.374s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:03:56,2018-04-17 11:03:56,0.187s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Centerlight Health,Firefox 59.0,,2018-04-17 11:03:56,2018-04-17 11:04:03,6.795s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:03:56,2018-04-17 11:03:59,2.525s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:03:59,2018-04-17 11:04:00,0.983s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:00,2018-04-17 11:04:01,0.792s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:01,2018-04-17 11:04:02,1.794s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:02,2018-04-17 11:04:03,0.387s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:03,2018-04-17 11:04:03,0.215s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Centers Plan for Healthy living,Firefox 59.0,,2018-04-17 11:04:03,2018-04-17 11:04:10,7.223s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:03,2018-04-17 11:04:06,2.528s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:04:06,2018-04-17 11:04:07,0.919s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:07,2018-04-17 11:04:07,0.852s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:07,2018-04-17 11:04:09,1.799s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:09,2018-04-17 11:04:10,0.425s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:10,2018-04-17 11:04:10,0.412s,PASSED
closeBrowser,Firefox 59.0,,2018-04-17 11:04:10,2018-04-17 11:04:10,0.191s,PASSED
,,,,,,
Test Cases/Health Plans and their Products/Cigna,Firefox 59.0,,2018-04-17 11:04:10,2018-04-17 11:04:20,9.428s,PASSED
openBrowser,Firefox 59.0,,2018-04-17 11:04:10,2018-04-17 11:04:13,2.565s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-17 11:04:13,2018-04-17 11:04:14,0.951s,PASSED
click,Firefox 59.0,,2018-04-17 11:04:14,2018-04-17 11:04:15,0.791s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:15,2018-04-17 11:04:16,1.796s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:16,2018-04-17 11:04:17,0.448s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:17,2018-04-17 11:04:17,0.465s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:17,2018-04-17 11:04:18,0.513s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:18,2018-04-17 11:04:18,0.526s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-17 11:04:18,2018-04-17 11:04:19,0.536s,PASSED
