Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Search by Provider or Facility,Firefox 59.0,,2018-04-18 13:12:05,2018-04-18 13:12:54,49.016s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Gender,Firefox 59.0,,2018-04-18 13:12:05,2018-04-18 13:12:13,8.097s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:12:05,2018-04-18 13:12:09,3.448s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:12:09,2018-04-18 13:12:10,1.156s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:10,2018-04-18 13:12:10,0.434s,PASSED
setText,Firefox 59.0,,2018-04-18 13:12:10,2018-04-18 13:12:11,0.122s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:11,2018-04-18 13:12:11,0.291s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:11,2018-04-18 13:12:11,0.254s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:11,2018-04-18 13:12:12,0.750s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:12,2018-04-18 13:12:12,0.304s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:12,2018-04-18 13:12:12,0.267s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:12,2018-04-18 13:12:13,0.541s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:12:13,2018-04-18 13:12:13,0.210s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Language,Firefox 59.0,,2018-04-18 13:12:13,2018-04-18 13:12:25,11.399s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:12:13,2018-04-18 13:12:16,2.576s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:12:16,2018-04-18 13:12:17,0.958s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:17,2018-04-18 13:12:17,0.413s,PASSED
setText,Firefox 59.0,,2018-04-18 13:12:17,2018-04-18 13:12:17,0.107s,PASSED
rightClick,Firefox 59.0,,2018-04-18 13:12:17,2018-04-18 13:12:18,0.263s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:18,2018-04-18 13:12:18,0.285s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:12:18,2018-04-18 13:12:21,2.688s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:21,2018-04-18 13:12:21,0.571s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:21,2018-04-18 13:12:21,0.296s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:12:21,2018-04-18 13:12:24,2.906s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:24,2018-04-18 13:12:24,0.001s,NOT_RUN
click,Firefox 59.0,,2018-04-18 13:12:24,2018-04-18 13:12:24,0.001s,NOT_RUN
selectOptionByValue,Firefox 59.0,,2018-04-18 13:12:24,2018-04-18 13:12:24,0.000s,NOT_RUN
click,Firefox 59.0,,2018-04-18 13:12:24,2018-04-18 13:12:24,0.001s,NOT_RUN
closeBrowser,Firefox 59.0,,2018-04-18 13:12:24,2018-04-18 13:12:25,0.206s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Participating Heath Plan,Firefox 59.0,,2018-04-18 13:12:25,2018-04-18 13:12:31,6.829s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:12:25,2018-04-18 13:12:27,2.564s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:12:27,2018-04-18 13:12:28,0.927s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:28,2018-04-18 13:12:28,0.366s,PASSED
setText,Firefox 59.0,,2018-04-18 13:12:28,2018-04-18 13:12:29,0.100s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:29,2018-04-18 13:12:29,0.290s,PASSED
selectOptionByValue,Firefox 59.0,,2018-04-18 13:12:29,2018-04-18 13:12:31,1.684s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:31,2018-04-18 13:12:31,0.611s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:12:31,2018-04-18 13:12:31,0.193s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Advanced - Wheelchair,Firefox 59.0,,2018-04-18 13:12:31,2018-04-18 13:12:37,5.904s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:12:31,2018-04-18 13:12:35,3.068s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:12:35,2018-04-18 13:12:35,0.883s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:35,2018-04-18 13:12:36,0.393s,PASSED
setText,Firefox 59.0,,2018-04-18 13:12:36,2018-04-18 13:12:36,0.095s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:36,2018-04-18 13:12:36,0.284s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:36,2018-04-18 13:12:36,0.251s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:36,2018-04-18 13:12:37,0.607s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:12:37,2018-04-18 13:12:37,0.225s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Last Name,Firefox 59.0,,2018-04-18 13:12:37,2018-04-18 13:12:42,4.973s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:12:37,2018-04-18 13:12:40,2.592s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:12:40,2018-04-18 13:12:41,0.864s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:41,2018-04-18 13:12:41,0.397s,PASSED
setText,Firefox 59.0,,2018-04-18 13:12:41,2018-04-18 13:12:41,0.100s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:41,2018-04-18 13:12:42,0.694s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:12:42,2018-04-18 13:12:42,0.218s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Primary Care Providers Only,Firefox 59.0,,2018-04-18 13:12:42,2018-04-18 13:12:48,6.187s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:12:42,2018-04-18 13:12:46,3.117s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:12:46,2018-04-18 13:12:46,0.867s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:46,2018-04-18 13:12:47,0.819s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:47,2018-04-18 13:12:47,0.264s,PASSED
setText,Firefox 59.0,,2018-04-18 13:12:47,2018-04-18 13:12:48,0.093s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:48,2018-04-18 13:12:48,0.677s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:12:48,2018-04-18 13:12:48,0.219s,PASSED
,,,,,,
Test Cases/Search by Provider or Facility/PF_Shows Facilities Only,Firefox 59.0,,2018-04-18 13:12:48,2018-04-18 13:12:54,5.316s,PASSED
openBrowser,Firefox 59.0,,2018-04-18 13:12:49,2018-04-18 13:12:51,2.564s,PASSED
navigateToUrl,Firefox 59.0,,2018-04-18 13:12:51,2018-04-18 13:12:52,0.982s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:52,2018-04-18 13:12:53,0.412s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:53,2018-04-18 13:12:53,0.256s,PASSED
setText,Firefox 59.0,,2018-04-18 13:12:53,2018-04-18 13:12:53,0.097s,PASSED
click,Firefox 59.0,,2018-04-18 13:12:53,2018-04-18 13:12:54,0.657s,PASSED
closeBrowser,Firefox 59.0,,2018-04-18 13:12:54,2018-04-18 13:12:54,0.224s,PASSED
